Feature,Coefficient,Intercept
Food_Access_Barrier_Index,2.596868406603486,38.45333900427421
Socioeconomic_Vulnerability_Index,-0.5160679603383302,38.45333900427421
% Completed High School,-1.2332159385700014,38.45333900427421
Income Ratio,0.018081273818464163,38.45333900427421
% Rural,-0.2662118088212658,38.45333900427421
% Uninsured,-0.2463390656092586,38.45333900427421
Food Environment Index,1.4523068809228081,38.45333900427421
