Feature,Coefficient,Intercept
Food_Access_Barrier_Index,0.1933929546982253,10.920181409771669
Socioeconomic_Vulnerability_Index,0.9181614016522339,10.920181409771669
% Completed High School,-0.5723860593322465,10.920181409771669
Income Ratio,0.11005364799263201,10.920181409771669
% Rural,-0.23127472250319275,10.920181409771669
% Uninsured,-0.20745260485117042,10.920181409771669
Food Environment Index,-0.08511100730688058,10.920181409771669
